,name,author,year_birth,year_death,popularity,subjects_list,graph_size,central_graph_size,fluidity_total,fluidity_central,subjects_list_separated,category_community,similarity_community,graph_size_ratio,main_character_importance,second_character_importance,main_character,second_character
1208,"Essays_ Scientific, Political, & Speculative, Volume I",Herbert Spencer,1820,1903,62,"['Philosophy', 'Political science', 'Science']",177,49,304,767,"['Political science', 'Philosophy', 'Science']",63,17,0.2768361581920904,0.029726083140199065,0.023957461647072572,John Herschel,R. Murchison
1209,The Philosophy of Style,Herbert Spencer,1820,1903,114,"['Style, Literary']",30,10,36,126,"['Style, Literary']",-1,17,0.3333333333333333,0.0740880539666874,0.05050505050505052,Sterne,Blair
1210,The Right To Ignore The State,Herbert Spencer,1820,1903,55,['Anarchism'],10,2,20,36,['Anarchism'],46,35,0.2,0.40671263622324116,0.12178401139355308,PETER KROPOTKIN,E. MALATESTA
1211,"Bartleby, The Scrivener",Herman Melville,1819,1891,4458,"['Copyists -- Fiction', 'New York (N.Y.) -- Fiction', 'Psychological fiction', 'Wall Street (New York, N.Y.) -- Fiction', 'Young men -- Fiction']",10,2,24,60,"['Wall Street (New York, N.Y.)', 'Young men', 'Fiction', 'Psychological fiction', 'Copyists', 'New York (N.Y.)']",34,35,0.2,0.3742081502914015,0.12668839759707407,Bartleby,Marius
1212,Battle-Pieces and Aspects of the War,Herman Melville,1819,1891,289,"['United States -- History -- Civil War, 1861-1865 -- Poetry', 'War poetry, American']",125,23,210,701,"['History', 'United States', 'Civil War, 1861-1865', 'Poetry', 'War poetry, American']",-1,17,0.184,0.07031691427817122,0.04805286641592683,Mosby,Grant
1213,I and My Chimney,Herman Melville,1819,1891,159,['Family life -- Fiction'],27,9,38,128,"['Family life', 'Fiction']",34,17,0.3333333333333333,0.07792207792207799,0.07792207792207799,Anna,Julia
1214,Israel Potter,Herman Melville,1819,1891,77,"['Potter, Israel, 1744-1826? -- Fiction']",121,17,246,781,"['Potter, Israel, 1744-1826?', 'Fiction']",-1,17,0.14049586776859505,0.1489278319484369,0.06956026167061506,Paul,Richard
1215,John Marr and Other Poems,Herman Melville,1819,1891,32,['Sea poetry'],115,34,176,504,['Sea poetry'],-1,17,0.2956521739130435,0.028794745341053217,0.021680155348088193,Joe,Ned
1216,"Mardi_ and A Voyage Thither, Volume 1",Herman Melville,1819,1891,75,"['Adventure stories', 'Polynesia -- Description and travel -- Fiction']",289,58,675,1275,"['Polynesia', 'Adventure stories', 'Fiction', 'Description and travel']",34,17,0.20069204152249134,0.04963186249836827,0.03187423876464041,Jarl,Babbalanja
1217,"Mardi_ and A Voyage Thither, Volume 2",Herman Melville,1819,1891,75,"['Adventure stories', 'Polynesia -- Description and travel -- Fiction']",293,25,781,1391,"['Polynesia', 'Adventure stories', 'Fiction', 'Description and travel']",34,21,0.08532423208191127,0.1202302318565218,0.08376895636472131,Babbalanja,Mohi
1218,Moby Dick,Herman Melville,1819,1891,1304,"['Adventure stories', 'Ahab, Captain (Fictitious character) -- Fiction', 'Mentally ill -- Fiction', 'Psychological fiction', 'Sea stories', 'Ship captains -- Fiction', 'Whales -- Fiction', 'Whaling -- Fiction', 'Whaling ships -- Fiction']",444,74,987,2280,"['Ship captains', 'Ahab, Captain (Fictitious character)', 'Whales', 'Mentally ill', 'Whaling', 'Adventure stories', 'Sea stories', 'Psychological fiction', 'Fiction', 'Whaling ships']",34,17,0.16666666666666666,0.07242755652326395,0.03157580632282186,Ahab,Stubb
1219,Omoo_ Adventures in the South Seas,Herman Melville,1819,1891,147,"['Adventure stories', 'Polynesia -- Description and travel -- Fiction']",218,42,514,941,"['Polynesia', 'Adventure stories', 'Fiction', 'Description and travel']",34,17,0.1926605504587156,0.03799293850201259,0.03338368771698771,Wilson,Bob
1220,Pierre; or The Ambiguities,Herman Melville,1819,1891,240,"['Autobiographical fiction', 'Domestic fiction', 'Male authors -- Fiction', 'Men -- Fiction', 'Psychological fiction']",204,5,498,988,"['Domestic fiction', 'Men', 'Autobiographical fiction', 'Psychological fiction', 'Male authors', 'Fiction']",34,21,0.024509803921568627,0.279350570887654,0.11624224249378742,Pierre,Lucy
1221,Redburn. His First Voyage,Herman Melville,1819,1891,250,"['Americans -- England -- Fiction', 'Autobiographical fiction', 'Bildungsromans', 'Liverpool (England) -- Fiction', 'Merchant mariners -- Fiction', 'Sailors -- Fiction', 'Sea stories', 'Seafaring life -- Fiction', 'Young men -- Fiction']",245,48,509,1224,"['England', 'Seafaring life', 'Merchant mariners', 'Liverpool (England)', 'Autobiographical fiction', 'Young men', 'Sea stories', 'Sailors', 'Bildungsromans', 'Fiction', 'Americans']",34,17,0.19591836734693877,0.07392179567791353,0.04246620739887727,Harry,Wellingborough
1222,The Confidence-Man,Herman Melville,1819,1891,428,"['Mississippi River -- Fiction', 'Satire', 'Steamboats -- Fiction', 'Swindlers and swindling -- Fiction']",154,35,212,555,"['Swindlers and swindling', 'Satire', 'Steamboats', 'Mississippi River', 'Fiction']",34,17,0.22727272727272727,0.05140339633993691,0.04421079775384667,Charlie,Frank
1223,The Piazza Tales,Herman Melville,1819,1891,1614,"['Manners and customs -- Fiction', 'Short stories']",153,29,309,823,"['Short stories', 'Manners and customs', 'Fiction']",27,17,0.1895424836601307,0.07324712727830329,0.05203878143748393,Delano,Don Benito
1224,Typee,Herman Melville,1819,1891,384,"['Adventure stories', 'Indigenous peoples -- Fiction', 'Marquesas Islands (French Polynesia) -- Fiction', 'Sailors -- Fiction']",67,11,174,412,"['Adventure stories', 'Sailors', 'Marquesas Islands (French Polynesia)', 'Fiction', 'Indigenous peoples']",34,17,0.16417910447761194,0.1082017008757609,0.09350132972079803,Toby,Kory - Kory
1225,White Jacket,Herman Melville,1819,1891,263,"['Flagellation -- Fiction', 'Naval discipline -- Fiction', 'Sailors -- Fiction', 'Sea stories', 'United States -- History, Naval -- 19th century -- Fiction', 'Warships -- Fiction']",366,75,772,1887,"['Naval discipline', 'History, Naval', 'Warships', '19th century', 'Flagellation', 'United States', 'Sea stories', 'Sailors', 'Fiction']",34,35,0.20491803278688525,0.06742276420637155,0.020981001223066866,Jack,Claret
1226,Howard Pyle's Book of Pirates,Howard Pyle,1853,1911,48,"['Buccaneers -- Fiction', 'Historical fiction, American', 'Pirates -- Fiction', 'Sea stories, American', 'Spanish Main -- Fiction']",174,26,449,1039,"['Pirates', 'Buccaneers', 'Spanish Main', 'Sea stories, American', 'Fiction', 'Historical fiction, American']",27,17,0.14942528735632185,0.05321366862978346,0.04554111231139166,Hiram,Tom
1227,Men of Iron,Howard Pyle,1853,1911,314,"['Great Britain -- History -- Henry IV, 1399-1413 -- Fiction', 'Great Britain -- History -- Medieval period, 1066-1485 -- Fiction', 'Knights and knighthood -- Fiction']",112,4,388,1007,"['History', 'Henry IV, 1399-1413', 'Knights and knighthood', 'Great Britain', 'Fiction', 'Medieval period, 1066-1485']",34,21,0.03571428571428571,0.28390755184794336,0.12169189603824805,Myles,Gascoyne
1228,Otto of the Silver Hand,Howard Pyle,1853,1911,103,"['Chivalry -- Fiction', 'Germany -- Fiction', 'Middle Ages -- Fiction']",42,3,158,415,"['Chivalry', 'Middle Ages', 'Germany', 'Fiction']",34,21,0.07142857142857142,0.3462400344422497,0.11823537412367766,Otto,Hans
1229,Pepper & Salt,Howard Pyle,1853,1911,59,"['Fairy tales', 'Poetry']",70,14,166,473,"['Poetry', 'Fairy tales']",38,17,0.2,0.07097511751871746,0.054996363154499406,Hans,Georgie Griggs
1230,Stolen Treasure,Howard Pyle,1853,1911,35,"['Buccaneers -- Fiction', 'Treasure troves -- Fiction']",85,11,254,707,"['Buccaneers', 'Treasure troves', 'Fiction']",30,17,0.12941176470588237,0.08491616282351416,0.07647077324030864,Tom,Barnaby
1231,The Merry Adventures of Robin Hood,Howard Pyle,1853,1911,876,"['Folklore -- England', 'Robin Hood (Legendary character) -- Legends']",149,5,564,977,"['England', 'Folklore', 'Robin Hood (Legendary character)', 'Legends']",54,21,0.03355704697986577,0.24326324727910392,0.11404526613843316,Robin,Richard
1232,The Rose of Paradise,Howard Pyle,1853,1911,18,"['Mozambique Channel -- Fiction', 'Pirates -- Fiction']",46,7,184,456,"['Pirates', 'Fiction', 'Mozambique Channel']",34,17,0.15217391304347827,0.1123456118881998,0.10460615909485127,Leach,Cassandra
1233,The Ruby of Kishmoor,Howard Pyle,1853,1911,26,['Treasure troves -- Fiction'],20,4,65,199,"['Treasure troves', 'Fiction']",30,21,0.2,0.23955004923211173,0.11628761474612424,Jonathan,Keitt
1234,The Story of Sir Launcelot and His Companions,Howard Pyle,1853,1911,108,"['Arthur, King -- Legends', 'Arthurian romances -- Adaptations', 'Folklore -- England', 'Knights and knighthood -- Folklore', 'Lancelot (Legendary character) -- Legends']",170,6,548,1000,"['England', 'Lancelot (Legendary character)', 'Folklore', 'Knights and knighthood', 'Adaptations', 'Arthur, King', 'Legends', 'Arthurian romances']",54,21,0.03529411764705882,0.30423969050536154,0.05143907589234652,Launcelot,Lynette
1235,The Story of the Champions of the Round Table,Howard Pyle,1853,1911,167,"['Arthur, King -- Legends', 'Arthurian romances -- Adaptations', 'Knights and knighthood -- Folklore', 'Lancelot (Legendary character) -- Legends', 'Perceval (Legendary character) -- Legends', 'Tristan (Legendary character) -- Legends']",116,5,421,819,"['Arthur, King', 'Lancelot (Legendary character)', 'Folklore', 'Knights and knighthood', 'Perceval (Legendary character)', 'Adaptations', 'Tristan (Legendary character)', 'Legends', 'Arthurian romances']",54,21,0.04310344827586207,0.2851838325241176,0.08845358829348705,Tristram,Percival
1236,Twilight Land,Howard Pyle,1853,1911,46,['Fairy tales'],40,11,140,397,['Fairy tales'],4,17,0.275,0.06735195639039342,0.05966803933221415,Ali,Zadok
1237,Youth,Isaac Asimov,1920,1992,877,"['Human-alien encounters -- Fiction', 'Science fiction']",5,2,4,9,"['Science fiction', 'Human-alien encounters', 'Fiction']",34,21,0.4,0.4081632653061224,0.4081632653061224,Slim,Red
1238,A Daughter of the Snows,Jack London,1876,1916,114,"['Fiction', 'Western stories']",158,10,505,1067,"['Western stories', 'Fiction']",27,21,0.06329113924050633,0.13794850436409994,0.10250618508621778,Frona,Corliss
1239,A Son Of The Sun,Jack London,1876,1916,81,"['Adventure stories, American', 'Americans -- Oceania -- Fiction', 'Autobiographical fiction, American', 'Oceania -- Fiction', 'Sea stories, American', 'Ship captains -- Fiction']",181,33,443,1039,"['Oceania', 'Ship captains', 'Adventure stories, American', 'Sea stories, American', 'Fiction', 'Autobiographical fiction, American', 'Americans']",34,21,0.18232044198895028,0.041732460214964476,0.028994014791601606,David Grief,Griffiths
1240,Adventure,Jack London,1876,1916,113,['Oceania -- Fiction'],139,10,512,1018,"['Oceania', 'Fiction']",27,21,0.07194244604316546,0.18786540061469856,0.11699718640548266,Sheldon,Joan
1241,Before Adam,Jack London,1876,1916,146,"['Dreams -- Fiction', 'Fantasy fiction', 'Prehistoric peoples -- Fiction']",12,2,4,17,"['Fantasy fiction', 'Prehistoric peoples', 'Fiction', 'Dreams']",34,35,0.16666666666666666,0.28571428571428586,0.28571428571428586,Damon,Damien
1242,Brown Wolf and Other Jack London Stories,Jack London,1876,1916,318,"['Short stories', 'Wolves -- Fiction']",98,19,208,606,"['Short stories', 'Wolves', 'Fiction']",27,17,0.19387755102040816,0.05144418422842331,0.036518823708747386,Churchill,Charley
1243,Burning Daylight,Jack London,1876,1916,151,"['Bankruptcy -- Fiction', 'Gold mines and mining -- Alaska -- Fiction', 'Oakland (Calif.) -- Fiction', 'Western stories', 'Women pioneers -- Fiction']",145,24,438,919,"['Alaska', 'Gold mines and mining', 'Bankruptcy', 'Women pioneers', 'Oakland (Calif.)', 'Western stories', 'Fiction']",32,17,0.16551724137931034,0.07099785312890741,0.04274919170095919,Dede,Bob
1244,Children of the Frost,Jack London,1876,1916,197,"['Adventure stories', 'Indians of North America -- Fiction', 'Short stories, American']",136,27,302,801,"['Indians of North America', 'Short stories, American', 'Adventure stories', 'Fiction']",34,17,0.19852941176470587,0.03329815056216,0.02715139460911858,Imber,Keesh
1245,Dutch Courage and Other Stories,Jack London,1876,1916,57,"['Adventure stories', 'Short stories']",81,15,177,438,"['Short stories', 'Adventure stories']",27,17,0.18518518518518517,0.07703497450494867,0.07605224744043065,Davies,Wemple
1246,Jerry of the Islands,Jack London,1876,1916,76,"['Dogs -- Fiction', 'Solomon Islands -- Fiction']",105,8,367,812,"['Solomon Islands', 'Fiction', 'Dogs']",7,21,0.0761904761904762,0.22158116315430434,0.0806655555422077,Jerry,Van Horn
1247,John Barleycorn,Jack London,1876,1916,241,"['Alcoholics -- United States -- Biography', 'Authors, American -- 20th century -- Biography', 'Drinking of alcoholic beverages -- United States', 'London, Jack, 1876-1916']",116,22,294,766,"['20th century', 'United States', 'Authors, American', 'London, Jack, 1876-1916', 'Drinking of alcoholic beverages', 'Biography', 'Alcoholics']",12,21,0.1896551724137931,0.0763602162027429,0.06271401440452445,John Barleycorn,Nelson
1248,Lost Face,Jack London,1876,1916,583,"['Adventure stories, American', 'American fiction -- 20th century', 'Short stories', 'Western stories']",71,12,180,553,"['20th century', 'Adventure stories, American', 'American fiction', 'Short stories', 'Western stories']",27,17,0.16901408450704225,0.08102569026992353,0.06119737297271434,Dave,Churchill
1249,Love of Life and Other Stories,Jack London,1876,1916,420,"['Adventure stories, American', 'Fiction', 'Short stories', 'Western stories']",77,17,160,646,"['Adventure stories, American', 'Short stories', 'Fiction', 'Western stories']",27,17,0.22077922077922077,0.0516572670033815,0.042761680728869475,Hans,Edith
1250,Martin Eden,Jack London,1876,1916,922,"['Authors -- Fiction', 'Autobiographical fiction', 'Bildungsromans', 'San Francisco (Calif.) -- Fiction', 'Working class -- Fiction', 'Young men -- Fiction']",-1,-1,-1,-1,"['Young men', 'San Francisco (Calif.)', 'Authors', 'Autobiographical fiction', 'Bildungsromans', 'Fiction', 'Working class']",34,-1,-1.0,-1.0,-1.0,---,---
1251,"Michael, Brother of Jerry",Jack London,1876,1916,56,"['Adventure stories', 'Dogs -- Fiction']",149,11,480,990,"['Adventure stories', 'Fiction', 'Dogs']",34,21,0.0738255033557047,0.17416325263739216,0.06435486389488175,Michael,Daughtry
1252,Moon-Face and Other Stories,Jack London,1876,1916,327,"['Short stories', 'United States -- Social life and customs -- 20th century -- Fiction']",82,16,170,540,"['20th century', 'Social life and customs', 'United States', 'Short stories', 'Fiction']",27,17,0.1951219512195122,0.05555999369326134,0.05284158405700818,Lute,Chris
1253,On the Makaloa Mat,Jack London,1876,1916,102,['Hawaii -- Social life and customs -- Fiction'],203,30,462,1122,"['Social life and customs', 'Hawaii', 'Fiction']",-1,17,0.1477832512315271,0.035323390650500365,0.03338420410721394,Bella,Ahuna
1254,Revolution and Other Essays,Jack London,1876,1916,128,['American essays'],156,42,284,823,['American essays'],31,17,0.2692307692307692,0.04207266592833784,0.03717383407820269,Henderson,Burroughs
1255,Smoke Bellew,Jack London,1876,1916,40,"['Klondike River Valley (Yukon) -- Gold discoveries -- Fiction', 'Western stories']",134,19,349,877,"['Klondike River Valley (Yukon)', 'Gold discoveries', 'Western stories', 'Fiction']",32,21,0.1417910447761194,0.06783273344185617,0.05363227621364301,Dawson,Shorty
1256,South Sea Tales,Jack London,1876,1916,145,"['Oceania -- Fiction', 'Short stories']",112,19,296,936,"['Short stories', 'Oceania', 'Fiction']",27,17,0.16964285714285715,0.060012082817109416,0.04596731523749349,McCoy,Bertie
1257,Stories of Ships and the Sea,Jack London,1876,1916,64,"['Sea stories, American', 'Ships -- Fiction']",23,7,64,184,"['Ships', 'Sea stories, American', 'Fiction']",34,17,0.30434782608695654,0.11152293888918556,0.09955664599913427,Chris,Mary Thomas
1258,Tales of the Fish Patrol,Jack London,1876,1916,70,"['Fishers -- Fiction', 'Fishing villages -- Fiction', 'Immigrants -- Fiction', 'San Francisco Bay Area (Calif.) -- Fiction', 'Short stories']",34,4,104,326,"['Immigrants', 'Fishers', 'Short stories', 'Fishing villages', 'Fiction', 'San Francisco Bay Area (Calif.)']",27,21,0.11764705882352941,0.3280479622634806,0.0852419653605429,Charley,Neil
1259,The Acorn-Planter,Jack London,1876,1916,40,['Indians of North America -- Drama'],24,4,20,66,"['Indians of North America', 'Drama']",-1,35,0.16666666666666666,0.24904485637469925,0.10471204188481677,Sun Man,Eden
1260,The Call of the Wild,Jack London,1876,1916,12265,"['Adventure stories', 'Animal welfare -- Fiction', 'Dogs -- Fiction', 'Feral dogs -- Fiction', 'Klondike River Valley (Yukon) -- Fiction', 'Nature stories', 'Pet theft -- Fiction', 'Sled dogs -- Fiction']",47,7,212,502,"['Fiction', 'Pet theft', 'Sled dogs', 'Klondike River Valley (Yukon)', 'Nature stories', 'Adventure stories', 'Animal welfare', 'Feral dogs', 'Dogs']",34,17,0.14893617021276595,0.11367383948000152,0.0948200290467832,Thornton,Spitz
1261,The Cruise of the Dazzler,Jack London,1876,1916,64,['Ocean travel -- Fiction'],58,5,165,661,"['Ocean travel', 'Fiction']",34,21,0.08620689655172414,0.26625580636498897,0.12424205192151082,Joe,Pete
1262,The Cruise of the Snark,Jack London,1876,1916,357,"['Americans -- Oceania -- History -- 20th century', 'Authors, American -- 20th century -- Biography', 'London, Jack, 1876-1916 -- Travel -- Oceania', 'Ocean travel', 'Oceania -- Description and travel', 'Voyages and travels']",134,22,292,751,"['20th century', 'Oceania', 'Authors, American', 'Travel', 'History', 'Voyages and travels', 'London, Jack, 1876-1916', 'Ocean travel', 'Biography', 'Description and travel', 'Americans']",12,17,0.16417910447761194,0.08686819405097945,0.05356616497813395,Charmian,Martin
1263,The Faith of Men,Jack London,1876,1916,64,"['Manners and customs -- Fiction', 'Short stories, American']",134,20,314,897,"['Short stories, American', 'Manners and customs', 'Fiction']",32,17,0.14925373134328357,0.04335597071651373,0.041275583153621294,Leclere,Bill
1264,The Game,Jack London,1876,1916,110,"['Boxers (Sports) -- Fiction', 'Boxing stories']",15,2,77,111,"['Boxing stories', 'Fiction', 'Boxers (Sports)']",-1,21,0.13333333333333333,0.33119312063382406,0.25430605969848386,Joe,Genevieve
1265,The God of His Fathers,Jack London,1876,1916,121,"['Short stories', 'United States -- Social life and customs -- 20th century -- Fiction']",129,25,334,800,"['20th century', 'Social life and customs', 'United States', 'Short stories', 'Fiction']",27,17,0.1937984496124031,0.03791060735034881,0.03486771592376061,Freda,Eppingwell
1266,The House of Pride,Jack London,1876,1916,110,['Hawaii -- Social life and customs -- Fiction'],99,21,222,704,"['Social life and customs', 'Hawaii', 'Fiction']",-1,17,0.21212121212121213,0.08358368665104718,0.053892007411863764,Ah Chun,Lyte
1267,The Human Drift and Other Stories,Jack London,1876,1916,327,"['Short stories', 'United States -- Social life and customs -- 20th century -- Fiction']",67,12,144,476,"['20th century', 'Social life and customs', 'United States', 'Short stories', 'Fiction']",27,17,0.1791044776119403,0.09910840063146405,0.07842632544855821,LORETTA,Billy
1268,The Iron Heel,Jack London,1876,1916,831,"['Dystopias -- Fiction', 'Oligarchy -- Fiction', 'Political fiction', 'Revolutionaries -- Fiction', 'Revolutions -- Fiction', 'Science fiction', 'Socialism -- Fiction']",151,17,332,802,"['Oligarchy', 'Science fiction', 'Political fiction', 'Revolutions', 'Revolutionaries', 'Dystopias', 'Fiction', 'Socialism']",34,21,0.11258278145695365,0.17290041770531692,0.03942513831136513,Ernest,Jackson
1269,The Jacket (The Star-Rover),Jack London,1876,1916,274,"['California State Prison at San Quentin -- Fiction', 'Death row inmates -- Fiction', 'Prisoners -- Fiction', 'Psychological fiction', 'Reincarnation -- Fiction', 'San Quentin (Calif.) -- Fiction']",255,48,639,1440,"['Prisoners', 'Death row inmates', 'San Quentin (Calif.)', 'Psychological fiction', 'Reincarnation', 'California State Prison at San Quentin', 'Fiction']",34,16,0.18823529411764706,0.024283925506364414,0.02098094449818024,Morrell,Jake Oppenheimer
1270,The Little Lady of the Big House,Jack London,1876,1916,89,['Triangles (Interpersonal relations) -- Fiction'],251,7,766,1548,"['Fiction', 'Triangles (Interpersonal relations)']",34,21,0.027888446215139442,0.16052428977786953,0.11573159688009875,Dick,Paula
1271,The Mutiny of the Elsinore,Jack London,1876,1916,92,"['Mutiny -- Fiction', 'Sea stories']",179,22,786,1350,"['Sea stories', 'Fiction', 'Mutiny']",34,21,0.12290502793296089,0.114534577202603,0.04869604920177739,Pike,Mellaire
1272,The Night-Born,Jack London,1876,1916,135,"['Adventure and adventurers -- Fiction', 'Short stories']",116,16,240,669,"['Short stories', 'Adventure and adventurers', 'Fiction']",27,17,0.13793103448275862,0.06404603583012351,0.05208711157517405,Rivera,Danny
1273,The People of the Abyss,Jack London,1876,1916,722,"['London (England) -- Social conditions', 'Poor -- England -- London']",202,63,321,781,"['England', 'London (England)', 'Poor', 'London', 'Social conditions']",-1,17,0.3118811881188119,0.018765590536910425,0.018035855643241283,Dan Cullen,Carpenter
1274,The Red One,Jack London,1876,1916,119,"['Adventure stories, American', 'Fiction', 'Short stories']",76,14,190,647,"['Adventure stories, American', 'Short stories', 'Fiction']",27,17,0.18421052631578946,0.07306377681516729,0.06718127981842142,Bassett,Tarwater
1275,The Road,Jack London,1876,1916,216,"['Authors, American -- 20th century -- Biography', 'London, Jack, 1876-1916 -- Travel -- United States', 'Prisoners -- United States -- Biography', 'Railroad travel -- United States', 'Tramps -- United States -- Biography', 'Vagrancy -- United States']",75,22,132,402,"['20th century', 'Authors, American', 'Vagrancy', 'Travel', 'Prisoners', 'United States', 'London, Jack, 1876-1916', 'Tramps', 'Railroad travel', 'Biography']",12,17,0.29333333333333333,0.03961819758362229,0.03453804870398225,Jack,Tornado Blackey
1276,The Scarlet Plague,Jack London,1876,1916,996,"['End of the world -- Fiction', 'Epidemics -- Fiction', 'Regression (Civilization) -- Fiction', 'Science fiction']",51,11,132,420,"['Regression (Civilization)', 'Epidemics', 'End of the world', 'Science fiction', 'Fiction']",34,21,0.21568627450980393,0.10723523940627959,0.08908023322007386,Edwin,Hoo - Hoo
1277,The Son of the Wolf,Jack London,1876,1916,190,"['Adventure stories, American', 'Gold mines and mining -- Fiction', 'Klondike River Valley (Yukon) -- Fiction', 'Yukon River Valley (Yukon and Alaska) -- Fiction']",112,21,289,856,"['Adventure stories, American', 'Klondike River Valley (Yukon)', 'Gold mines and mining', 'Yukon River Valley (Yukon and Alaska)', 'Fiction']",34,35,0.1875,0.04474561695632913,0.04219167999108675,Malemute Kid,Mackenzie
1278,The Strength of the Strong,Jack London,1876,1916,151,['Socialism -- Fiction'],139,29,281,774,"['Fiction', 'Socialism']",34,17,0.20863309352517986,0.05592513238393186,0.0430107028227355,Gluck,Margaret Henan
1279,The Turtles of Tasman,Jack London,1876,1916,48,"['Fiction', 'Short stories']",179,36,374,792,"['Short stories', 'Fiction']",27,17,0.2011173184357542,0.058782965911896246,0.04982242235327709,Tom,Frederick
1280,The Valley of the Moon,Jack London,1876,1916,232,"['California -- Fiction', 'Domestic fiction', 'Farm life -- Fiction', 'Marriage -- Fiction', 'Strikes and lockouts -- Fiction', 'Working class -- Fiction']",303,5,887,1582,"['California', 'Farm life', 'Domestic fiction', 'Strikes and lockouts', 'Marriage', 'Fiction', 'Working class']",34,21,0.0165016501650165,0.2141425359213419,0.19366111729289567,Saxon,Billy
1281,Theft,Jack London,1876,1916,76,['Drama'],55,5,300,271,['Drama'],55,21,0.09090909090909091,0.14825633480313635,0.12749385391447854,Margaret,Starkweather
1282,War of the Classes,Jack London,1876,1916,73,"['Social problems', 'Socialism -- United States', 'Working class -- United States']",84,26,135,444,"['Social problems', 'United States', 'Working class', 'Socialism']",46,17,0.30952380952380953,0.03058038117799076,0.028635098965770787,M. Leroy - Beaulieu,Ghent
1283,When God Laughs and Other Stories,Jack London,1876,1916,225,"['American fiction -- 20th century', 'Short stories']",109,21,242,844,"['20th century', 'Short stories', 'American fiction']",27,17,0.1926605504587156,0.03723026557612091,0.036867664851086904,Cho,Sandel
1284,White Fang,Jack London,1876,1916,3959,"['Adventure stories', 'Canada, Northern -- Fiction', 'Wolfdogs -- Fiction']",40,4,130,277,"['Fiction', 'Adventure stories', 'Canada, Northern', 'Wolfdogs']",34,21,0.1,0.24270542437546364,0.12011133558534456,White Fang,Scott
1285,Alexander the Great,Jacob Abbott,1803,1879,312,"['Alexander, the Great, 356 B.C.-323 B.C. -- Juvenile literature', 'Generals -- Greece -- Biography -- Juvenile literature', 'Greece -- History -- Macedonian expansion, 359-323 B.C. -- Juvenile literature']",73,3,240,677,"['History', 'Alexander, the Great, 356 B.C.-323 B.C.', 'Greece', 'Macedonian expansion, 359-323 B.C.', 'Biography', 'Generals', 'Juvenile literature']",-1,21,0.0410958904109589,0.3318979677633359,0.09816051586092774,Alexander,Darius
1286,Caleb in the Country,Jacob Abbott,1803,1879,17,"['Christian life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Grandmothers -- Juvenile fiction']",23,2,88,142,"['Grandmothers', 'Country life', 'Juvenile fiction', 'Christian life']",18,21,0.08695652173913043,0.3635558433061671,0.1407789718677145,Caleb,Raymond
1287,Charles I,Jacob Abbott,1803,1879,53,"['Charles I, King of England, 1600-1649', 'Great Britain -- History -- Charles I, 1625-1649']",67,8,172,458,"['Great Britain', 'History', 'Charles I, King of England, 1600-1649', 'Charles I, 1625-1649']",-1,21,0.11940298507462686,0.18815973411310277,0.1369571693826604,Charles,James
1288,Cleopatra,Jacob Abbott,1803,1879,153,"['Cleopatra, Queen of Egypt, -30 B.C.', 'Egypt -- History -- 332-30 B.C. -- Biography', 'Queens -- Egypt -- Biography']",61,3,198,531,"['History', '332-30 B.C.', 'Egypt', 'Cleopatra, Queen of Egypt, -30 B.C.', 'Queens', 'Biography']",-1,21,0.04918032786885246,0.2535499272805069,0.170919862978327,Cleopatra,Antony
1289,Cyrus the Great,Jacob Abbott,1803,1879,70,"['Cyrus, King of Persia, -529 B.C.']",79,9,252,796,"['Cyrus, King of Persia, -529 B.C.']",-1,21,0.11392405063291139,0.21609273949435354,0.06187584275662927,Cyrus,Astyages
1290,Darius the Great,Jacob Abbott,1803,1879,62,"['Darius I, King of Persia, 548 B.C.-485 B.C.']",87,11,264,678,"['Darius I, King of Persia, 548 B.C.-485 B.C.']",-1,21,0.12643678160919541,0.1856157566827497,0.057828352051243606,Darius,Cambyses
1291,Forests of Maine,Jacob Abbott,1803,1879,29,"['Forests and forestry -- Maine -- Juvenile literature', 'Logging -- Maine -- Juvenile literature', 'Maine -- Description and travel -- Juvenile literature']",16,3,66,117,"['Logging', 'Maine', 'Forests and forestry', 'Juvenile literature', 'Description and travel']",-1,21,0.1875,0.35196463759199736,0.14278388442121173,Marco,Isaiah
1292,Genghis Khan,Jacob Abbott,1803,1879,140,"['Genghis Khan, 1162-1227', 'Mongols -- History']",96,10,266,812,"['Mongols', 'History', 'Genghis Khan, 1162-1227']",-1,17,0.10416666666666667,0.12298613120689052,0.11077080804158693,Temujin,Genghis Khan
1293,Gentle Measures in the Management and Training of the Young,Jacob Abbott,1803,1879,31,"['Astor, John Jacob, 1763-1848', 'Businessmen -- United States -- Biography']",59,14,142,480,"['United States', 'Astor, John Jacob, 1763-1848', 'Biography', 'Businessmen']",-1,17,0.23728813559322035,0.07152869492662012,0.0636116651002756,Mary,George
1294,Georgie,Jacob Abbott,1803,1879,18,"['Children -- Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Friendship -- Juvenile fiction']",10,3,56,85,"['Children', 'Country life', 'Friendship', 'Conduct of life', 'Juvenile fiction']",18,21,0.3,0.2393470043974855,0.21399476668567527,Rollo,Georgie
